1;2015;3;31;0.417;-9999;0.417
2;2015;4;1;-9999;0.397;0.397
3;2015;4;2;0.408;-9999;0.408
4;2015;4;3;-9999;0.408;0.408
5;2015;4;4;-9999;-9999;-9999
6;2015;4;5;0.41;0.435;0.422
7;2015;4;6;-9999;0.397;0.397
8;2015;4;7;0.41;-9999;0.41
9;2015;4;8;0.406;0.383;0.394
10;2015;4;9;-9999;0.342;0.342
11;2015;4;10;0.39;-9999;0.39
12;2015;4;11;0.363;0.341;0.352
13;2015;4;12;-9999;-9999;-9999
14;2015;4;13;0.362;0.323;0.342
15;2015;4;14;-9999;0.305;0.305
16;2015;4;15;0.338;-9999;0.338
17;2015;4;16;0.312;0.284;0.298
18;2015;4;17;-9999;0.287;0.287
19;2015;4;18;0.295;-9999;0.295
20;2015;4;19;0.275;0.283;0.279
21;2015;4;20;-9999;-9999;-9999
22;2015;4;21;0.267;0.251;0.259
23;2015;4;22;-9999;0.243;0.243
24;2015;4;23;0.246;-9999;0.246
25;2015;4;24;0.236;0.22;0.228
26;2015;4;25;-9999;0.206;0.206
27;2015;4;26;0.255;-9999;0.255
28;2015;4;27;0.303;0.3;0.302
29;2015;4;28;-9999;-9999;-9999
30;2015;4;29;0.284;0.29;0.287
31;2015;4;30;-9999;0.262;0.262
32;2015;5;1;0.311;-9999;0.311
33;2015;5;2;0.295;0.286;0.29
34;2015;5;3;-9999;0.289;0.289
35;2015;5;4;0.327;-9999;0.327
36;2015;5;5;0.303;0.29;0.296
37;2015;5;6;-9999;-9999;-9999
38;2015;5;7;0.285;0.28;0.282
39;2015;5;8;-9999;0.258;0.258
40;2015;5;9;0.253;-9999;0.253
41;2015;5;10;0.257;0.246;0.252
42;2015;5;11;-9999;0.229;0.229
43;2015;5;12;-9999;-9999;-9999
44;2015;5;13;-9999;-9999;-9999
45;2015;5;14;-9999;-9999;-9999
46;2015;5;15;0.247;0.273;0.26
47;2015;5;16;-9999;0.231;0.231
48;2015;5;17;0.228;-9999;0.228
49;2015;5;18;0.208;0.219;0.214
50;2015;5;19;-9999;0.223;0.223
51;2015;5;20;0.205;-9999;0.205
52;2015;5;21;0.22;0.201;0.211
53;2015;5;22;-9999;-9999;-9999
54;2015;5;23;0.217;0.199;0.208
55;2015;5;24;-9999;0.188;0.188
56;2015;5;25;0.24;-9999;0.24
57;2015;5;26;0.228;0.218;0.223
58;2015;5;27;-9999;0.198;0.198
59;2015;5;28;0.202;-9999;0.202
60;2015;5;29;0.212;0.19;0.201
61;2015;5;30;-9999;-9999;-9999
62;2015;5;31;0.201;0.201;0.201
63;2015;6;1;-9999;0.264;0.264
64;2015;6;2;0.217;-9999;0.217
65;2015;6;3;0.221;0.206;0.214
66;2015;6;4;-9999;0.196;0.196
67;2015;6;5;0.202;-9999;0.202
68;2015;6;6;0.23;0.237;0.233
69;2015;6;7;-9999;-9999;-9999
70;2015;6;8;0.195;0.211;0.203
71;2015;6;9;-9999;0.193;0.193
72;2015;6;10;0.185;-9999;0.185
73;2015;6;11;0.184;-9999;0.184
74;2015;6;12;-9999;0.15;0.15
75;2015;6;13;0.24;-9999;0.24
76;2015;6;14;0.197;0.214;0.206
77;2015;6;15;-9999;-9999;-9999
78;2015;6;16;-9999;0.203;0.203
