2002;3;31;-3.994495522104;62.783563952177
2002;4;30;-3.218830983232;63.559228491049
2002;7;31;0.114453392959;66.892512867240
2002;8;31;0.907184582222;67.685244056503
2002;9;30;1.714628906250;68.492688380531
2002;10;31;1.375190548780;68.153250023062
2002;11;30;1.774720131479;68.552779605760
2002;12;31;1.402932783918;68.180992258199
2003;1;31;1.442981850229;68.221041324510
2003;2;28;-1.188669374047;65.589390100234
2003;3;31;-2.003391291921;64.774668182360
2003;4;30;-3.285416825457;63.492642648824
2003;6;30;-2.165128858613;64.612930615668
2003;7;31;0.223820503049;67.001879977330
2003;8;31;1.948064977134;68.726124451415
2003;9;30;1.760513052591;68.538572526872
2003;10;31;2.574883765244;69.352943239525
2003;11;30;3.108205506860;69.886264981141
2003;12;31;2.229853277439;69.007912751720
2004;1;31;0.060227914205;66.838287388486
2004;2;29;0.055812333270;66.833871807551
2004;3;31;-0.061020090987;66.717039383294
2004;4;30;-1.595997403773;65.182062070508
2004;5;31;-1.955262242759;64.822797231522
2004;6;30;0.316443347466;67.094502821747
2004;7;31;0.579926638720;67.357986113001
2004;8;31;1.950621665396;68.728681139677
2004;9;30;1.275613686166;68.053673160447
2004;10;31;1.811565477325;68.589624951606
2004;11;30;0.247703202410;67.025762676691
2004;12;31;-0.069074587938;66.708984886343
2005;1;31;-0.537056140434;66.241003333847
2005;2;28;-1.030793635671;65.747265838610
2005;3;31;-4.639668445122;62.138391029159
2005;4;30;-2.755020722180;64.023038752101
2005;5;31;-2.512204887576;64.265854586705
2005;6;30;-0.957062273723;65.820997200558
2005;7;31;-0.157242759146;66.620816715135
2005;8;31;1.203065334413;67.981124808694
2005;9;30;2.677771532012;69.455831006293
2005;10;31;1.131375285823;67.909434760104
2005;11;30;0.269601633956;67.047661108237
2005;12;31;-0.117669945694;66.660389528587
2006;1;31;-0.227803925305;66.550255548976
2006;2;28;0.167884789444;66.945944263725
2006;3;31;-1.533669374047;65.244390100234
2006;4;30;-2.761407202744;64.016652271537
2006;5;31;-2.733368426067;64.044691048214
2006;6;30;-1.876148532774;64.901910941507
2006;7;31;-0.464844226372;66.313215247909
2006;8;31;1.752253358422;68.530312832703
2006;9;30;1.930292968750;68.708352443031
2006;10;31;0.454202076982;67.232261551263
2006;11;30;0.426276974562;67.204336448843
2006;12;31;-0.384745498285;66.393313975996
2007;1;31;-1.763876953125;65.014182521156
2007;2;28;-2.239669636052;64.538389838229
2007;3;31;-2.685459460747;64.092600013534
2007;4;30;-2.809125857470;63.968933616812
2007;5;31;-1.939366663491;64.838692810790
2007;6;30;-1.305622975419;65.472436498862
2007;7;31;0.616824802306;67.394884276587
2007;8;31;2.367546922637;69.145606396918
2007;9;30;2.337785823171;69.115845297452
2007;10;31;2.406638481326;69.184697955607
2007;11;30;1.365824123476;68.143883597757
2007;12;31;0.492268155726;67.270327630007
2008;1;31;-1.225642268483;65.552417205798
2008;2;29;-1.109511242378;65.668548231903
2008;3;31;-2.559635337271;64.218424137010
2008;4;30;-2.422654344512;64.355405129769
2008;5;31;-1.331704220655;65.446355253626
2008;6;30;-0.000378358422;66.777681115859
2008;7;31;1.865627977325;68.643687451606
2008;8;31;2.836579887576;69.614639361857
2008;9;30;3.637224180640;70.415283654921
2008;10;31;2.707276105183;69.485335579464
2008;11;30;1.976325028582;68.754384502863
2008;12;31;1.603053901486;68.381113375767
2009;1;31;0.890985911300;67.669045385581
2009;2;28;0.119609375000;66.897668849281
2009;3;31;-0.837548351753;65.940511122528
2009;4;30;-1.810597370427;64.967462103854
2009;5;31;-1.826632288491;64.951427185790
2009;6;30;-0.467671732088;66.310387742193
2009;7;31;0.897644459794;67.675703934075
2009;8;31;2.455550209604;69.233609683885
2009;9;30;2.305075743140;69.083135217421
2009;10;31;2.309723227896;69.087782702177
2009;11;30;0.973100347752;67.751159822033
2009;12;31;1.696599657012;68.474659131293
2010;1;31;2.258454887576;69.036514361857
2010;2;28;1.464964033918;68.243023508199
2010;3;31;-0.127948980564;66.650110493717
2010;4;30;-0.928445181498;65.849614292783
2010;5;31;-0.199655583079;66.578403891202
2010;6;30;0.225505653940;67.003565128221
2010;7;31;1.754050709794;68.532110184075
2010;8;31;4.149724180640;70.927783654921
2010;9;30;4.983405106707;71.761464580988
2010;10;31;5.089990472561;71.868049946842
2010;11;30;5.694623189787;72.472682664068
2011;1;31;1.709585080030;68.487644554312
2011;2;28;1.734204339748;68.512263814030
2011;3;31;0.277530606898;67.055590081179
2011;4;30;-0.855472382336;65.922587091945
2011;6;30;0.601651938834;67.379711413115
2011;7;31;1.294988209794;68.073047684075
2011;8;31;2.764485280107;69.542544754388
2011;9;30;3.455510908918;70.233570383199
2011;11;30;2.329347132241;69.107406606522
2011;12;31;1.358407369474;68.136466843755
2012;1;31;0.177390136719;66.955449611000
2012;2;29;-0.359543397485;66.418516076796
2012;3;31;-1.151869402630;65.626190071651
2012;5;31;-0.740851514863;66.037207959418
2012;6;30;1.854637361852;68.632696836133
2012;7;31;3.321202362805;70.099261837086
2012;8;31;3.474832317073;70.252891791354
2012;10;31;5.068523723323;71.846583197604
2012;11;30;3.944715129573;70.722774603854
2012;12;31;2.900470417302;69.678529891583
2013;1;31;2.710967511433;69.489026985714
2013;3;31;1.024593416540;67.802652890821
2013;4;30;0.580940358232;67.358999832513
2013;5;31;1.546608588986;68.324668063267
2013;6;30;1.545812333270;68.323871807551
2013;9;30;3.307919683689;70.085979157970
2013;10;31;2.739679639863;69.517739114144
2013;11;30;1.931131740663;68.709191214944
2013;12;31;2.181828315549;68.959887789830
2014;2;28;1.127587890625;67.905647364906
2014;3;31;-0.590751476753;66.187307997528
2014;4;30;-1.370229492188;65.407829982094
2014;5;31;-1.031823313643;65.746236160638
2014;7;31;1.223991044207;68.002050518488
2014;8;31;3.393622570503;70.171682044784
2014;9;30;3.543055449695;70.321114923976
2014;10;31;3.906781154726;70.684840629007
2014;12;31;1.853045207698;68.631104681979
2015;1;31;1.795865686928;68.573925161209
2015;2;28;0.147965177210;66.926024651491
2015;3;31;-0.637345536395;66.140713937886
2015;6;30;0.418647192978;67.196706667259
2015;7;31;1.867627548590;68.645687022871
2015;8;31;2.173501333841;68.951560808122
2015;11;30;1.101903463224;67.879962937505
2015;12;31;1.692495950838;68.470555425119
2016;1;31;1.112309213034;67.890368687315
2016;2;29;-0.362372630050;66.415686844231
2016;4;30;-2.571105659299;64.206953814982
2016;5;31;0.412705286538;67.190764760819
2016;6;30;1.321065405869;68.099124880150
2016;7;31;2.528392721037;69.306452195318
2016;10;31;3.414123951982;70.192183426263
2016;11;30;1.167417825838;67.945477300119
2016;12;31;-0.289244890911;66.488814583370
2017;2;28;-0.201854873285;66.576204600996
2017;3;31;-1.713536347180;65.064523127101
2017;4;30;-2.527805592607;64.250253881674
2017;5;31;-0.587525724085;66.190533750196
